,Age,Customer-Period,MaximumSpend,Hidden-Score,Monthly-Average-Spend,Level,Mortgage,Security-Asset,Fixed-Deposit-Account,Internet-Banking,Credit-Card,Region,MaximumSpend_Log,Monthly-Average-Spend_Log,Mortgage_Log
1251,39,13,31,2,0.8,3,0,0,0,0,0,5,3.9318256327243257,0.26236426446749106,2.995732273553991
3666,60,35,51,2,2.8,1,0,0,0,1,0,4,4.2626798770413155,1.1939224684724346,2.995732273553991
2001,44,17,128,2,3.25,2,0,0,0,0,1,4,4.997212273764115,1.3217558399823195,2.995732273553991
2443,28,3,161,4,1.7,3,422,0,1,1,1,2,5.198497031265826,0.7884573603642703,6.091309882077698
4000,62,37,93,3,3.0,3,0,0,1,1,1,3,4.727387818712341,1.252762968495368,2.995732273553991
4459,32,8,115,1,4.0,1,0,0,0,0,0,0,4.90527477843843,1.5040773967762742,2.995732273553991
234,26,1,80,1,0.8,2,150,0,0,0,0,5,4.605170185988092,0.26236426446749106,5.135798437050262
1882,56,32,125,3,0.6,1,342,0,1,1,1,1,4.976733742420574,0.09531017980432493,5.8916442118257715
730,43,18,140,1,7.0,1,205,0,0,1,0,5,5.075173815233827,2.0149030205422647,5.41610040220442
3676,62,37,22,1,1.5,2,111,0,0,1,0,5,3.7376696182833684,0.6931471805599453,4.875197323201151
3488,40,15,51,2,1.1,2,131,0,0,1,0,4,4.2626798770413155,0.47000362924573563,5.017279836814924
3991,64,38,84,1,2.0,1,0,0,0,0,0,4,4.6443908991413725,0.9162907318741551,2.995732273553991
3296,63,37,132,1,4.4,2,0,0,0,1,0,4,5.0238805208462765,1.589235205116581,2.995732273553991
4807,40,14,53,1,2.0,1,0,0,0,1,1,0,4.290459441148391,0.9162907318741551,2.995732273553991
3986,38,14,182,3,2.6,3,0,0,1,1,1,2,5.308267697401205,1.1314021114911006,2.995732273553991
2482,28,4,129,1,1.5,1,0,0,0,0,1,2,5.003946305945459,0.6931471805599453,2.995732273553991
4163,54,28,108,4,1.9,2,0,0,0,1,0,4,4.852030263919617,0.8754687373538999,2.995732273553991
3992,47,22,95,2,3.9,2,0,0,0,0,0,3,4.74493212836325,1.4816045409242156,2.995732273553991
4146,53,28,85,1,1.3,3,118,0,0,1,0,5,4.653960350157523,0.5877866649021191,4.927253685157205
1103,38,14,49,1,1.8,1,0,0,0,0,0,0,4.23410650459726,0.8329091229351039,2.995732273553991
1176,29,3,103,4,3.4,1,0,0,0,1,0,0,4.812184355372417,1.3609765531356006,2.995732273553991
818,51,27,42,4,1.1,2,0,0,0,1,1,5,4.127134385045092,0.47000362924573563,2.995732273553991
965,62,36,135,2,5.2,2,0,0,0,1,0,4,5.043425116919247,1.7404661748405046,2.995732273553991
4350,64,39,101,4,3.4,2,0,0,0,0,1,5,4.795790545596741,1.3609765531356006,2.995732273553991
3144,43,18,104,3,1.0,1,0,0,0,1,0,1,4.820281565605037,0.4054651081081644,2.995732273553991
2884,28,2,48,4,2.1,3,0,0,0,1,1,3,4.219507705176107,0.9555114450274363,2.995732273553991
4490,35,9,142,2,0.0,1,0,1,0,1,0,0,5.087596335232384,-0.6931471805599453,2.995732273553991
48,56,26,81,2,4.5,3,0,0,0,0,1,5,4.61512051684126,1.6094379124341003,2.995732273553991
782,54,30,194,3,6.0,3,587,1,1,1,1,2,5.365976015021851,1.8718021769015913,6.408528791059498
671,65,41,105,1,3.0,2,282,1,1,1,0,2,4.8283137373023015,1.252762968495368,5.71042701737487
4529,27,0,40,4,1.0,3,0,0,0,0,0,2,4.0943445622221,0.4054651081081644,2.995732273553991
2095,47,21,174,4,3.2,3,0,0,0,0,0,4,5.267858159063328,1.308332819650179,2.995732273553991
1911,60,35,52,3,0.5,2,0,0,0,0,0,4,4.276666119016055,0.0,2.995732273553991
3131,47,22,61,3,2.7,2,168,0,0,1,1,4,4.394449154672439,1.1631508098056809,5.236441962829949
2498,38,14,111,2,6.1,1,326,0,0,0,0,2,4.875197323201151,1.8870696490323797,5.846438775057725
4203,59,33,88,4,1.9,2,0,0,0,0,0,3,4.68213122712422,0.8754687373538999,2.995732273553991
4317,58,33,60,4,1.3,3,0,0,0,1,0,2,4.382026634673881,0.5877866649021191,2.995732273553991
75,31,7,135,4,3.8,2,0,0,1,1,1,4,5.043425116919247,1.4586150226995167,2.995732273553991
4655,33,7,188,2,7.0,2,581,0,0,0,0,5,5.337538079701318,2.0149030205422647,6.398594934535208
2391,39,12,138,1,4.67,2,0,0,0,1,0,2,5.062595033026967,1.6428726885203377,2.995732273553991
662,65,41,185,3,2.0,2,0,0,0,0,0,3,5.3230099791384085,0.9162907318741551,2.995732273553991
4197,51,25,21,2,0.4,3,76,1,0,1,0,0,3.713572066704308,-0.10536051565782628,4.564348191467836
482,56,32,173,1,4.6,2,88,0,1,1,0,4,5.262690188904886,1.62924053973028,4.68213122712422
3611,64,39,145,1,0.9,1,0,0,0,0,0,2,5.10594547390058,0.3364722366212129,2.995732273553991
261,42,16,111,2,1.2,3,251,0,0,1,0,3,4.875197323201151,0.5306282510621704,5.602118820879701
251,54,28,170,2,6.2,2,325,0,0,1,0,2,5.247024072160486,1.9021075263969205,5.84354441703136
4360,67,43,41,2,1.1,1,0,0,0,0,0,0,4.110873864173311,0.47000362924573563,2.995732273553991
2560,44,18,71,2,0.8,3,0,0,0,1,0,3,4.51085950651685,0.26236426446749106,2.995732273553991
940,61,36,193,1,4.7,3,203,0,0,1,0,4,5.3612921657094255,1.6486586255873816,5.407171771460119
1580,39,14,12,2,0.0,3,0,0,0,0,0,2,3.4657359027997265,-0.6931471805599453,2.995732273553991
839,39,15,79,4,2.4,1,0,0,0,0,0,2,4.59511985013459,1.0647107369924282,2.995732273553991
4751,41,17,154,1,1.7,1,0,0,0,0,1,2,5.159055299214529,0.7884573603642703,2.995732273553991
1050,53,27,145,2,6.1,3,294,0,1,1,1,0,5.10594547390058,1.8870696490323797,5.749392985908253
2337,43,16,201,1,10.0,2,0,0,0,0,1,5,5.3981627015177525,2.3513752571634776,2.995732273553991
209,64,39,172,4,3.1,1,282,0,1,1,1,4,5.2574953720277815,1.2809338454620642,5.71042701737487
4296,35,9,84,4,2.2,2,0,0,0,1,0,4,4.6443908991413725,0.9932517730102834,2.995732273553991
57,56,31,131,2,1.2,3,0,0,0,0,0,5,5.017279836814924,0.5306282510621704,2.995732273553991
3613,35,11,148,1,5.8,3,0,0,0,1,0,2,5.123963979403259,1.840549633397487,2.995732273553991
1882,56,32,125,3,0.6,1,342,0,1,1,1,1,4.976733742420574,0.09531017980432493,5.8916442118257715
1913,57,33,134,4,0.9,1,198,0,0,1,0,2,5.0369526024136295,0.3364722366212129,5.384495062789089
763,54,28,65,1,0.2,1,0,0,0,0,1,4,4.442651256490317,-0.35667494393873245,2.995732273553991
954,37,12,169,2,5.2,3,249,0,0,1,0,1,5.241747015059643,1.7404661748405046,5.594711379601839
1195,32,7,123,2,2.9,2,0,0,0,1,0,2,4.962844630259907,1.2237754316221157,2.995732273553991
4285,23,-3,149,2,7.2,1,0,0,0,1,0,3,5.1298987149230735,2.0412203288596382,2.995732273553991
2042,41,17,121,1,0.3,1,0,0,0,1,0,4,4.948759890378168,-0.2231435513142097,2.995732273553991
4590,58,34,151,3,0.6,2,0,0,0,0,0,4,5.14166355650266,0.09531017980432493,2.995732273553991
4093,49,24,138,2,2.2,2,0,0,0,1,0,3,5.062595033026967,0.9932517730102834,2.995732273553991
2613,52,26,110,2,5.4,3,204,1,1,1,0,4,4.867534450455582,1.7749523509116738,5.4116460518550396
4216,60,35,173,3,3.1,3,0,0,0,1,0,0,5.262690188904886,1.2809338454620642,2.995732273553991
1784,54,29,119,3,2.0,1,0,1,1,0,0,1,4.9344739331306915,0.9162907318741551,2.995732273553991
2364,59,35,88,2,1.6,1,0,0,0,0,1,4,4.68213122712422,0.7419373447293773,2.995732273553991
1886,65,41,115,4,1.7,2,0,0,0,0,0,4,4.90527477843843,0.7884573603642703,2.995732273553991
2365,43,18,22,2,0.3,2,0,0,0,0,0,1,3.7376696182833684,-0.2231435513142097,2.995732273553991
4694,39,13,25,2,0.8,3,0,0,0,0,0,4,3.8066624897703196,0.26236426446749106,2.995732273553991
2885,57,31,113,4,0.6,3,327,0,0,1,0,1,4.890349128221754,0.09531017980432493,5.849324779946859
1747,29,5,21,4,0.4,2,89,0,0,0,1,0,3.713572066704308,-0.10536051565782628,4.6913478822291435
3054,45,21,134,4,5.5,2,0,0,1,1,1,2,5.0369526024136295,1.791759469228055,2.995732273553991
3716,55,29,65,3,2.5,1,0,0,0,0,0,1,4.442651256490317,1.0986122886681098,2.995732273553991
3578,29,5,128,2,4.1,2,209,0,0,1,0,1,4.997212273764115,1.5260563034950492,5.43372200355424
416,40,15,85,2,0.4,1,0,0,0,1,0,4,4.653960350157523,-0.10536051565782628,2.995732273553991
1654,60,34,102,2,2.0,1,0,0,0,1,1,4,4.804021044733257,0.9162907318741551,2.995732273553991
671,65,41,105,1,3.0,2,282,1,1,1,0,2,4.8283137373023015,1.252762968495368,5.71042701737487
2077,34,9,160,4,8.0,3,0,0,0,0,1,4,5.19295685089021,2.1400661634962708,2.995732273553991
3603,51,25,45,4,0.1,1,0,0,0,1,1,2,4.174387269895637,-0.5108256237659907,2.995732273553991
2077,34,9,160,4,8.0,3,0,0,0,0,1,4,5.19295685089021,2.1400661634962708,2.995732273553991
322,63,39,101,1,3.9,1,0,1,1,1,0,2,4.795790545596741,1.4816045409242156,2.995732273553991
1970,27,3,148,1,1.5,1,397,0,0,1,1,2,5.123963979403259,0.6931471805599453,6.0330862217988015
1579,29,5,122,4,3.0,1,0,0,0,0,1,4,4.955827057601261,1.252762968495368,2.995732273553991
3160,41,15,158,1,4.7,2,0,1,1,0,1,4,5.181783550292085,1.6486586255873816,2.995732273553991
1991,46,22,30,3,0.5,1,0,0,0,0,0,0,3.912023005428146,0.0,2.995732273553991
1353,50,25,14,1,0.4,3,0,0,0,1,1,4,3.5263605246161616,-0.10536051565782628,2.995732273553991
2113,57,33,25,2,1.0,1,0,0,0,1,0,2,3.8066624897703196,0.4054651081081644,2.995732273553991
2997,57,33,80,4,1.6,2,0,0,0,0,0,5,4.605170185988092,0.7419373447293773,2.995732273553991
3549,33,7,92,3,1.6,1,0,0,0,0,0,0,4.718498871295094,0.7419373447293773,2.995732273553991
2266,38,13,143,1,4.1,1,0,0,0,0,0,4,5.093750200806762,1.5260563034950492,2.995732273553991
2253,59,35,25,2,0.3,1,75,0,0,1,0,5,3.8066624897703196,-0.2231435513142097,4.553876891600541
4337,26,2,182,2,3.2,2,0,0,0,0,0,3,5.308267697401205,1.308332819650179,2.995732273553991
4347,58,33,22,3,0.2,1,0,0,0,1,0,0,3.7376696182833684,-0.35667494393873245,2.995732273553991
3624,58,28,70,1,1.4,3,0,0,0,0,0,2,4.499809670330265,0.6418538861723947,2.995732273553991
4920,42,16,28,4,1.5,3,91,0,0,1,1,4,3.871201010907891,0.6931471805599453,4.709530201312334
4124,53,29,141,2,0.2,3,0,0,0,0,0,0,5.081404364984463,-0.35667494393873245,2.995732273553991
2338,42,18,130,2,7.5,1,0,0,0,0,1,4,5.0106352940962555,2.0794415416798357,2.995732273553991
460,60,36,141,2,2.1,1,0,0,0,1,1,0,5.081404364984463,0.9555114450274363,2.995732273553991
3127,40,14,61,4,0.2,3,0,0,0,1,0,4,4.394449154672439,-0.35667494393873245,2.995732273553991
2898,27,1,140,1,5.9,2,175,1,1,1,0,1,5.075173815233827,1.8562979903656263,5.272999558563747
1478,65,39,160,4,3.8,1,237,0,0,1,0,4,5.19295685089021,1.4586150226995167,5.54907608489522
4539,48,24,14,4,1.0,1,0,0,0,1,0,4,3.5263605246161616,0.4054651081081644,2.995732273553991
3776,27,3,135,3,2.7,3,449,0,0,0,1,3,5.043425116919247,1.1631508098056809,6.150602768446279
1225,30,6,118,2,2.8,2,0,0,0,0,0,4,4.927253685157205,1.1939224684724346,2.995732273553991
1444,60,33,154,1,3.0,2,0,1,1,1,0,0,5.159055299214529,1.252762968495368,2.995732273553991
1717,33,7,101,1,2.7,2,233,0,0,0,0,3,4.795790545596741,1.1631508098056809,5.53338948872752
1066,30,5,125,4,0.5,3,0,0,1,1,0,0,4.976733742420574,0.0,2.995732273553991
1553,46,22,83,3,0.7,1,0,0,0,0,0,5,4.634728988229636,0.1823215567939546,2.995732273553991
1162,38,14,112,2,2.2,1,394,0,0,0,0,4,4.882801922586371,0.9932517730102834,6.025865973825314
2908,57,32,22,3,0.1,2,0,0,0,1,0,5,3.7376696182833684,-0.5108256237659907,2.995732273553991
2832,45,21,133,4,5.7,3,0,0,1,1,1,2,5.030437921392435,1.824549292051046,2.995732273553991
3209,42,16,173,2,1.5,2,373,0,1,1,1,1,5.262690188904886,0.6931471805599453,5.973809611869261
3202,30,4,25,2,0.3,1,0,1,0,1,0,2,3.8066624897703196,-0.2231435513142097,2.995732273553991
2772,55,31,130,4,6.5,1,0,0,0,0,1,2,5.0106352940962555,1.9459101490553132,2.995732273553991
75,31,7,135,4,3.8,2,0,0,1,1,1,4,5.043425116919247,1.4586150226995167,2.995732273553991
1839,28,2,43,4,1.3,3,0,0,0,1,1,5,4.143134726391533,0.5877866649021191,2.995732273553991
1603,36,6,138,1,7.0,3,86,0,0,1,0,2,5.062595033026967,2.0149030205422647,4.663439094112067
4258,52,26,155,3,7.2,2,0,0,0,1,0,2,5.1647859739235145,2.0412203288596382,2.995732273553991
3931,53,27,170,1,1.0,1,0,0,0,1,0,5,5.247024072160486,0.4054651081081644,2.995732273553991
2986,55,30,153,2,2.8,2,0,1,1,1,0,4,5.153291594497779,1.1939224684724346,2.995732273553991
4030,58,32,44,1,0.8,2,0,0,0,0,0,2,4.1588830833596715,0.26236426446749106,2.995732273553991
1631,61,36,153,1,2.6,2,0,1,1,0,1,1,5.153291594497779,1.1314021114911006,2.995732273553991
279,39,14,155,2,3.9,1,0,0,0,1,0,4,5.1647859739235145,1.4816045409242156,2.995732273553991
4023,51,25,175,3,0.7,1,312,0,0,0,0,0,5.272999558563747,0.1823215567939546,5.805134968916488
4236,37,12,128,2,3.9,1,0,0,0,1,1,1,4.997212273764115,1.4816045409242156,2.995732273553991
4589,31,7,13,1,0.5,3,0,0,0,1,0,3,3.4965075614664802,0.0,2.995732273553991
1870,63,37,110,1,4.1,3,0,0,0,0,0,5,4.867534450455582,1.5260563034950492,2.995732273553991
4240,39,14,161,1,4.1,1,509,1,0,0,0,5,5.198497031265826,1.5260563034950492,6.270988431858299
4163,54,28,108,4,1.9,2,0,0,0,1,0,4,4.852030263919617,0.8754687373538999,2.995732273553991
4169,41,17,143,2,2.7,3,209,0,0,1,0,0,5.093750200806762,1.1631508098056809,5.43372200355424
993,41,15,185,1,3.6,2,0,0,0,0,0,1,5.3230099791384085,1.410986973710262,2.995732273553991
2189,48,23,128,1,0.6,1,0,0,0,1,1,4,4.997212273764115,0.09531017980432493,2.995732273553991
543,63,38,54,3,2.4,1,90,0,0,0,1,4,4.30406509320417,1.0647107369924282,4.700480365792417
209,64,39,172,4,3.1,1,282,0,1,1,1,4,5.2574953720277815,1.2809338454620642,5.71042701737487
3899,60,34,43,1,1.4,1,0,0,0,1,1,2,4.143134726391533,0.6418538861723947,2.995732273553991
3001,33,7,81,3,1.6,1,0,0,0,1,1,2,4.61512051684126,0.7419373447293773,2.995732273553991
3039,34,9,141,2,4.9,3,0,0,0,0,1,5,5.081404364984463,1.6863989535702288,2.995732273553991
2500,28,2,121,2,2.0,1,341,0,0,1,0,2,4.948759890378168,0.9162907318741551,5.8888779583328805
1255,27,1,80,2,1.6,3,185,0,0,1,1,5,4.605170185988092,0.7419373447293773,5.3230099791384085
2784,36,9,115,4,2.2,2,0,0,0,0,0,1,4.90527477843843,0.9932517730102834,2.995732273553991
924,55,30,32,4,0.1,3,0,1,0,0,0,1,3.9512437185814275,-0.5108256237659907,2.995732273553991
3343,62,37,125,1,1.0,3,0,0,0,1,0,4,4.976733742420574,0.4054651081081644,2.995732273553991
2541,34,8,171,2,2.2,2,569,0,0,1,0,0,5.25227342804663,0.9932517730102834,6.3784261836515865
1860,30,6,179,3,4.9,1,142,0,0,1,0,1,5.293304824724492,1.6863989535702288,5.087596335232384
2678,63,38,148,2,4.3,3,0,0,0,1,0,3,5.123963979403259,1.5686159179138452,2.995732273553991
2805,37,12,182,3,5.8,3,0,0,0,1,0,4,5.308267697401205,1.840549633397487,2.995732273553991
1004,53,23,65,4,2.0,3,0,0,0,1,0,5,4.442651256490317,0.9162907318741551,2.995732273553991
2737,57,31,159,2,0.5,1,0,0,0,0,0,4,5.187385805840755,0.0,2.995732273553991
923,55,30,28,1,1.5,2,0,0,0,0,0,5,3.871201010907891,0.6931471805599453,2.995732273553991
3814,34,9,35,3,1.3,1,0,0,0,0,0,4,4.007333185232471,0.5877866649021191,2.995732273553991
2633,49,25,13,3,0.4,1,106,0,0,1,0,5,3.4965075614664802,-0.10536051565782628,4.836281906951478
4698,48,22,162,3,1.4,1,400,0,0,0,0,4,5.204006687076795,0.6418538861723947,6.040254711277414
3545,48,22,174,1,2.4,1,0,0,0,1,0,5,5.267858159063328,1.0647107369924282,2.995732273553991
2859,35,11,188,1,0.9,3,282,0,0,1,0,4,5.337538079701318,0.3364722366212129,5.71042701737487
3403,54,29,82,3,3.7,2,0,0,0,1,0,4,4.624972813284271,1.4350845252893227,2.995732273553991
1431,58,34,128,1,7.4,1,0,0,0,0,0,0,4.997212273764115,2.066862759472976,2.995732273553991
1225,30,6,118,2,2.8,2,0,0,0,0,0,4,4.927253685157205,1.1939224684724346,2.995732273553991
981,36,12,142,3,2.3,2,0,0,1,1,1,0,5.087596335232384,1.0296194171811581,2.995732273553991
4947,39,13,41,2,0.3,1,108,0,0,1,1,5,4.110873864173311,-0.2231435513142097,4.852030263919617
1225,30,6,118,2,2.8,2,0,0,0,0,0,4,4.927253685157205,1.1939224684724346,2.995732273553991
4511,41,17,9,1,1.0,1,0,0,0,1,1,1,3.367295829986474,0.4054651081081644,2.995732273553991
4631,32,8,142,4,6.2,2,120,0,1,1,1,0,5.087596335232384,1.9021075263969205,4.941642422609304
2292,57,33,170,2,2.1,2,0,0,0,0,0,5,5.247024072160486,0.9555114450274363,2.995732273553991
1388,52,28,25,4,1.0,1,0,0,0,0,0,0,3.8066624897703196,0.4054651081081644,2.995732273553991
2337,43,16,201,1,10.0,2,0,0,0,0,1,5,5.3981627015177525,2.3513752571634776,2.995732273553991
3943,61,36,188,1,9.3,2,0,0,0,0,0,1,5.337538079701318,2.2823823856765264,2.995732273553991
78,54,30,133,2,2.6,3,0,0,0,0,0,3,5.030437921392435,1.1314021114911006,2.995732273553991
70,42,18,115,1,3.5,1,0,0,0,0,1,1,4.90527477843843,1.3862943611198906,2.995732273553991
537,44,20,131,1,4.9,3,0,0,0,1,0,0,5.017279836814924,1.6863989535702288,2.995732273553991
4593,54,30,133,1,5.0,2,0,0,0,0,1,5,5.030437921392435,1.7047480922384253,2.995732273553991
197,55,31,9,4,0.7,1,89,0,0,1,0,1,3.367295829986474,0.1823215567939546,4.6913478822291435
2970,54,30,121,2,1.1,3,0,1,0,0,0,5,4.948759890378168,0.47000362924573563,2.995732273553991
1790,44,20,43,1,0.3,3,0,1,0,0,1,2,4.143134726391533,-0.2231435513142097,2.995732273553991
1792,46,20,118,1,5.7,1,0,0,1,1,1,3,4.927253685157205,1.824549292051046,2.995732273553991
4698,48,22,162,3,1.4,1,400,0,0,0,0,4,5.204006687076795,0.6418538861723947,6.040254711277414
2328,27,2,130,3,4.4,1,192,0,0,1,0,2,5.0106352940962555,1.589235205116581,5.356586274672012
1860,30,6,179,3,4.9,1,142,0,0,1,0,1,5.293304824724492,1.6863989535702288,5.087596335232384
4305,26,1,54,2,1.6,3,0,1,0,0,0,1,4.30406509320417,0.7419373447293773,2.995732273553991
3060,64,38,168,4,5.7,3,0,0,0,1,0,4,5.236441962829949,1.824549292051046,2.995732273553991
1604,55,29,111,2,3.6,3,0,0,0,0,1,0,4.875197323201151,1.410986973710262,2.995732273553991
3173,34,10,35,1,1.7,1,0,0,0,1,0,4,4.007333185232471,0.7884573603642703,2.995732273553991
507,64,40,32,3,0.1,3,0,0,0,1,0,1,3.9512437185814275,-0.5108256237659907,2.995732273553991
1659,33,7,139,1,4.0,3,106,0,1,1,1,5,5.0689042022202315,1.5040773967762742,4.836281906951478
4330,62,37,44,1,1.1,3,0,0,0,0,0,0,4.1588830833596715,0.47000362924573563,2.995732273553991
1791,48,22,139,1,0.0,1,0,0,1,1,1,4,5.0689042022202315,-0.6931471805599453,2.995732273553991
3119,61,36,54,3,0.9,3,179,0,0,1,0,1,4.30406509320417,0.3364722366212129,5.293304824724492
2285,48,22,114,1,2.4,3,0,0,0,1,0,2,4.897839799950911,1.0647107369924282,2.995732273553991
4308,44,20,132,3,2.6,1,308,0,0,0,0,4,5.0238805208462765,1.1314021114911006,5.793013608384144
2613,52,26,110,2,5.4,3,204,1,1,1,0,4,4.867534450455582,1.7749523509116738,5.4116460518550396
4883,38,13,129,3,4.1,3,0,0,1,1,1,2,5.003946305945459,1.5260563034950492,2.995732273553991
1104,51,25,181,1,1.7,1,0,0,0,1,1,3,5.303304908059076,0.7884573603642703,2.995732273553991
1399,40,16,69,4,2.4,1,0,0,0,1,0,2,4.48863636973214,1.0647107369924282,2.995732273553991
3305,39,13,78,1,2.8,3,0,0,0,0,0,5,4.584967478670572,1.1939224684724346,2.995732273553991
2634,34,9,75,1,2.8,1,194,0,0,0,0,4,4.553876891600541,1.1939224684724346,5.365976015021851
1499,52,26,91,1,4.3,2,0,0,1,1,1,2,4.709530201312334,1.5686159179138452,2.995732273553991
2429,33,7,58,4,2.2,2,0,0,0,1,1,5,4.356708826689592,0.9932517730102834,2.995732273553991
4179,29,3,91,1,3.4,3,0,0,0,0,0,4,4.709530201312334,1.3609765531356006,2.995732273553991
1695,30,6,184,1,6.0,1,0,0,0,1,0,1,5.318119993844216,1.8718021769015913,2.995732273553991
3464,61,37,172,4,4.25,1,0,0,1,1,1,2,5.2574953720277815,1.55814461804655,2.995732273553991
4742,58,33,25,4,0.9,2,90,0,0,1,1,2,3.8066624897703196,0.3364722366212129,4.700480365792417
2722,58,34,31,4,0.4,1,0,0,0,0,0,2,3.9318256327243257,-0.10536051565782628,2.995732273553991
57,56,31,131,2,1.2,3,0,0,0,0,0,5,5.017279836814924,0.5306282510621704,2.995732273553991
418,27,0,33,4,1.0,3,0,0,0,0,0,0,3.970291913552122,0.4054651081081644,2.995732273553991
859,63,37,124,3,5.0,2,170,0,0,0,0,2,4.969813299576001,1.7047480922384253,5.247024072160486
2385,43,17,125,4,3.5,2,0,0,0,0,0,4,4.976733742420574,1.3862943611198906,2.995732273553991
2144,33,6,168,3,5.67,2,0,1,1,1,0,4,5.236441962829949,1.8196988379172965,2.995732273553991
2353,61,36,12,4,0.6,2,0,0,0,1,1,3,3.4657359027997265,0.09531017980432493,2.995732273553991
2265,47,23,88,4,1.4,2,0,0,0,0,0,4,4.68213122712422,0.6418538861723947,2.995732273553991
3986,38,14,182,3,2.6,3,0,0,1,1,1,2,5.308267697401205,1.1314021114911006,2.995732273553991
349,26,2,60,2,3.0,1,132,0,0,0,0,3,4.382026634673881,1.252762968495368,5.0238805208462765
227,47,23,148,2,7.5,1,0,0,1,1,1,4,5.123963979403259,2.0794415416798357,2.995732273553991
2841,37,11,190,4,7.3,2,565,0,1,1,0,4,5.3471075307174685,2.0541237336955462,6.371611847231857
4079,65,40,75,3,2.2,1,0,0,0,1,0,0,4.553876891600541,0.9932517730102834,2.995732273553991
3828,31,6,44,4,0.8,1,122,0,0,1,0,5,4.1588830833596715,0.26236426446749106,4.955827057601261
38,42,18,141,3,5.0,3,0,1,1,1,0,4,5.081404364984463,1.7047480922384253,2.995732273553991
1556,31,1,60,4,4.0,3,244,0,0,0,0,4,4.382026634673881,1.5040773967762742,5.575949103146316
1395,47,23,190,4,0.3,3,305,0,0,0,0,2,5.3471075307174685,-0.2231435513142097,5.783825182329737
483,29,5,30,3,1.0,2,0,0,0,0,0,0,3.912023005428146,0.4054651081081644,2.995732273553991
2878,45,19,122,4,4.1,2,0,0,0,1,0,4,4.955827057601261,1.5260563034950492,2.995732273553991
888,57,33,182,2,3.3,3,372,0,0,0,0,4,5.308267697401205,1.33500106673234,5.971261839790462
3731,34,8,10,1,0.4,2,0,0,0,1,0,2,3.4011973816621555,-0.10536051565782628,2.995732273553991
4029,31,5,90,2,1.3,1,0,1,0,1,0,4,4.700480365792417,0.5877866649021191,2.995732273553991
3553,41,16,155,1,7.0,1,0,0,0,0,0,5,5.1647859739235145,2.0149030205422647,2.995732273553991
4035,34,9,180,2,6.5,3,0,0,1,1,0,3,5.298317366548036,1.9459101490553132,2.995732273553991
1860,30,6,179,3,4.9,1,142,0,0,1,0,1,5.293304824724492,1.6863989535702288,5.087596335232384
3209,42,16,173,2,1.5,2,373,0,1,1,1,1,5.262690188904886,0.6931471805599453,5.973809611869261
304,48,23,22,1,0.1,1,0,0,0,0,0,0,3.7376696182833684,-0.5108256237659907,2.995732273553991
3843,32,7,129,4,5.2,2,0,0,0,0,1,4,5.003946305945459,1.7404661748405046,2.995732273553991
240,51,26,70,1,1.2,1,169,0,0,0,0,0,4.499809670330265,0.5306282510621704,5.241747015059643
2513,52,26,71,1,1.4,3,0,0,0,0,0,2,4.51085950651685,0.6418538861723947,2.995732273553991
1824,49,23,194,4,8.3,2,0,0,0,0,1,4,5.365976015021851,2.174751721484161,2.995732273553991
1986,42,17,114,2,0.4,1,0,0,0,0,0,0,4.897839799950911,-0.10536051565782628,2.995732273553991
4721,52,26,70,2,1.1,1,0,1,0,1,0,4,4.499809670330265,0.47000362924573563,2.995732273553991
254,65,41,134,3,3.9,3,121,0,0,1,0,1,5.0369526024136295,1.4816045409242156,4.948759890378168
1773,31,5,28,4,0.8,1,0,0,0,0,0,2,3.871201010907891,0.26236426446749106,2.995732273553991
37,51,25,71,1,1.4,3,198,0,0,0,0,5,4.51085950651685,0.6418538861723947,5.384495062789089
261,42,16,111,2,1.2,3,251,0,0,1,0,3,4.875197323201151,0.5306282510621704,5.602118820879701
1235,54,28,60,4,2.6,3,0,0,0,0,0,4,4.382026634673881,1.1314021114911006,2.995732273553991
3612,50,25,99,1,4.6,1,368,1,1,0,1,0,4.77912349311153,1.62924053973028,5.961005339623274
3026,44,20,81,4,0.8,1,228,0,0,0,1,0,4.61512051684126,0.26236426446749106,5.5134287461649825
654,54,29,129,4,4.2,3,0,0,0,0,0,3,5.003946305945459,1.547562508716013,2.995732273553991
